horse_name,horse_home,horse_sex,horse_dob,horse_age,horse_class,horse_group,horse_trainer,horse_owner,horse_dad,horse_mom,race_count,first,second,one_yr_count,one_yr_first,one_yr_second,horse_earned_money,horse_rating,horse_price
베네딕트,미,수,2016/05/01,4,외3,37,심승태,강석대,CREATIVE CAUSE,JACQUI'S PROMISE,14,2,2,9,0,1,116250000,62, 0
베스트군단,한,거,2017/04/09,3,국5,99,휴양마,박정재,올드패션드,레벨프라이드,3,1,0,3,1,0,37200000,3, 0
베스트군주,미,거,2016/05/14,4,외4,37,심승태,김태성,ROCK SLIDE,마이스윗네나나,2,0,0,2,0,0,0,39, 0
베스트데이즈,한,거,2017/04/02,3,국미,99,휴양마,권광세,어드마이어돈,퀸베스트,0,0,0,0,0,0,0,,0
베스트라인,한,수,2016/03/27,4,국3,06,홍대유,이진경,클리어어템프트,토치,9,3,2,6,2,0,137850000,54, 0
베스트럭키,한,수,2017/04/27,3,국4,28,최상식,고광숙,컬러즈플라잉,스트링밴드,6,2,1,6,2,1,50000000,42, 0
베스트불릿,한,수,2015/05/27,5,국2,54,박천서,베스트샤인조합,스파이큘,불릿,24,5,2,10,2,1,199480000,66, 0
베스트빅토리,한,수,2015/04/04,5,국3,06,홍대유,베스트샤인조합,스파이큘,누리여제,27,4,1,10,1,0,135680000,51, 0
베스트스톰,한(포),수,2017/04/23,3,국6,99,휴양마,박정재,모던카우보이,마이스윗네나나,2,0,0,2,0,0,1000000,,0
베스트실버,한,수,2017/04/11,3,국6,99,휴양마,김태성,올드패션드,미스개츠비Ⅱ,0,0,0,0,0,0,0,,0
베스트에버,한,수,2015/04/21,5,국3,01,박종곤,김정철,원쿨캣,골드퓨처즈,12,4,2,8,2,1,152280000,65, 0
베스트탑,한,수,2017/05/06,3,국6,13,이희영,베스트샤인조합,클리어어템프트,불릿,4,0,0,4,0,0,13200000,,0
베스트투어,한,수,2017/03/10,3,국6,41,신삼영,베스트샤인조합,온이글즈윙즈,투어캠프,0,0,0,0,0,0,0,,0
베스트파티,한(포),암,2017/04/20,3,국6,54,박천서,이진경,FREEDOM CHILD,리얼프로퍼티,3,0,0,3,0,0,1000000,,0
베스트패밀리,한,암,2017/04/28,3,국미,41,신삼영,김은갑,한센,사인어브스프링,0,0,0,0,0,0,0,,0
베스트포스,한,수,2017/03/30,3,국6,37,심승태,김태성,애니기븐새터데이,베이그노션,0,0,0,0,0,0,0,,0
베스트힐,한,암,2016/03/26,4,국4,02,손영표,김태성,컬러즈플라잉,힐오브드림즈,10,2,0,7,0,0,60000000,36, 0
베티나,한,암,2015/03/08,5,국5,04,박윤규,박기태,스트라이크어게인,문미노,15,1,2,6,0,1,40940000,33, 0
별나라신사,미,수,2017/02/17,3,외4,18,박대흥,조경수,RACE DAY,TIZ MERRY,3,0,1,3,0,1,16500000,41, 0
보고또보고,한,수,2017/04/19,3,국6,21,임봉춘,김진태a,올드패션드,코마릴로,2,0,0,2,0,0,2000000,,0
보드람,한,암,2015/05/19,5,국3,18,박대흥,지원철,포리스트캠프,트럼펫팅첼레,20,3,5,9,2,2,176250000,62,1274
보문정기,미,거,2016/05/07,4,외4,99,휴양마,이미양,YES IT'S TRUE,DATTTCATSGOTRHYTHM,0,0,0,0,0,0,0,4, 0
보헤미안뮤직,한,암,2017/02/28,3,국6,20,배대선,이미경,윈체스터,보헤미안소드,2,0,0,2,0,0,2400000,,0
본능대로,미,거,2016/03/23,4,외4,13,이희영,이창모,LIMEHOUSE,코럴케이브,13,0,1,13,0,1,31200000,39, 0
본엔젤,한,수,2016/05/03,4,국5,41,신삼영,김창용,원쿨캣,본언엔젤,7,0,2,3,0,1,21840000,28, 0
본투글로리,한,암,2017/05/08,3,국6,16,최봉주,박정배,프라이빗보우,딜라이트펄송,2,0,0,2,0,0,8000000,,0
본투빅토리,한,거,2017/05/27,3,국6,45,김순근,박정배,록하드텐,미스엔텍사스,2,0,0,2,0,0,0,,0
볼드샤이닝,한,거,2015/03/10,5,국3,99,휴양마,신승열,시에로골드,볼드가드니스,19,3,2,8,0,0,125950000,51, 0
봄날의기억,한,수,2017/03/20,3,국5,99,휴양마,우태율,컬러즈플라잉,젠틀먼즈로킷,7,0,1,7,0,1,17120000,27, 0
불굴의러너,호,거,2016/09/15,4,외4,17,김점오,이미양,KING CUGAT,MAIDEN ROCK,7,0,1,7,0,1,36150000,45, 0
불멸의제왕,미,거,2015/03/22,5,외2,08,최용구,이영해,ADIOS CHARLIE,NNUHWAY,24,2,4,8,0,0,177450000,66, 0
불사불패,한,암,2014/04/09,6,국4,12,서범석,지원철,인그란디어,준벨러,24,1,4,10,0,1,71200000,39, 0
불의고리,한,수,2015/04/21,5,국1,99,휴양마,이관형,어플리트어게인,유니언벨,14,5,5,6,3,2,357600000,83, 0
불의퀸,한(포),암,2016/03/17,4,국4,02,손영표,신상섭,WARRIOR'S REWARD,에이토스트투올,14,1,4,11,1,4,71640000,45, 0
불후의명곡,한,거,2014/03/26,6,국4,09,강성오,김경민,피스룰즈,시에너즈아너,31,1,5,9,0,1,100400000,36, 0
뷰티로즈,한,암,2016/02/24,4,국미,37,심승태,허영희,애니기븐새터데이,리얼로우즈,0,0,0,0,0,0,0,,0
브라보과천,한,수,2017/03/11,3,국4,09,강성오,홍종운,피스룰즈,스트라이크이글,4,2,0,4,2,0,54800000,38, 0
브라보삭스,미,거,2017/04/26,3,외4,42,이관호,김창식,MIDSHIPMAN,PLAIT,3,0,0,3,0,0,2400000,37, 0
브라운로즈,한,암,2015/04/29,5,국4,99,휴양마,제주축협,한센,동방로즈,16,1,6,8,0,3,100440000,46, 0
브라이트캣,미,수,2014/05/03,6,외1,17,김점오,이중연,WILDCAT HEIR,ONESTLY,31,7,4,7,2,2,453500000,103, 0
브랜던,한,수,2014/03/15,6,국3,99,휴양마,요시다 가츠미,엑톤파크,노블만료,13,2,6,5,1,2,123450000,57, 0
브레이브퀸,미,암,2017/05/03,3,외3,99,휴양마,이장운,KHOZAN,GLITTERAZZI,5,2,1,5,2,1,92700000,58, 0
브레인스피더,한,암,2016/03/21,4,국5,12,서범석,이성헌,오피서,월들리듀드,12,1,0,10,1,0,29600000,24, 0
브리가디어제너럴,호,수,2016/09/20,4,외3,12,서범석,청팅콩,TAPIT,AMATURE'S PRIZE,8,1,1,8,1,1,84300000,54, 0
브이원,한,거,2017/03/30,3,국6,50,박재우,김세권,피스룰즈,고치령,1,0,0,1,0,0,0,,0
블랙스피릿,한,암,2015/02/23,5,국5,44,김학수,이혜란,록하드텐,블루밴드제트,24,0,2,12,0,2,42000000,23, 0
블랙실버,한,암,2017/05/12,3,국6,99,휴양마,홍상기,토우트,스마티미,3,0,0,3,0,0,3000000,,0
블랙엘리트,호,거,2016/09/01,4,외4,99,휴양마,태희종합건설,BETTER THAN READY,LLEGED AGAIN,3,0,0,3,0,0,0,36, 0
블랙윙윙,한,암,2016/04/20,4,국5,37,심승태,김지훈,볼포니,건곤청기,13,0,1,11,0,1,33720000,29, 0
블랙재퍼,한,암,2016/02/29,4,국4,27,박병일,고광숙,티즈원더풀,블랙토네이도,7,2,1,6,2,1,103500000,42, 0
블랙징가,한,암,2015/03/17,5,국5,99,휴양마,공이공팔,스파이큘,원더풀라인,20,0,3,9,0,0,42720000,26, 0
블랙킹,한,수,2017/02/21,3,국6,14,이신영,김창식,포리스트캠프,인벤토리,3,0,0,3,0,0,0,,0
블랙파티,한,암,2016/04/09,4,국4,99,휴양마,정형철,컬러즈플라잉,패션즈데스티니,9,1,3,7,1,2,65800000,36, 0
블랙펀치,미,거,2017/03/09,3,외4,01,박종곤,한종희,PALACE MALICE,FLAMING SLEW,3,0,0,3,0,0,10800000,39, 0
블랙퓨펄,한,암,2016/03/24,4,국5,29,배휴준,양현모,컬러즈플라잉,알파퀸,7,1,0,5,1,0,26000000,27, 0
블랙홀,한,수,2017/04/27,3,국미,07,구자흥,홍상기,채플로열,센텀,0,0,0,0,0,0,0,,0
블레싱로드,한,암,2015/04/10,5,국5,12,서범석,무라카미 켄세이,포리스트캠프,축복의통로,24,2,1,11,1,1,76040000,35, 0
블레이드스톰,한(포),거,2016/02/12,4,국4,41,신삼영,조창석,KANTHAROS,제스프릿,10,2,2,7,2,2,83880000,43, 0
블루마스타,미,암,2016/04/08,4,외3,48,김대근,최병욱,OVERANALYZE,MOON MUSIC,15,1,2,10,0,0,104100000,55, 0
블루마카롱,미,암,2017/04/30,3,외4,48,김대근,최병욱,IMAGINING,SHE'S SCARY,4,0,0,4,0,0,3750000,36, 0
블루밴드,한,암,2016/03/19,4,국6,14,이신영,정영식,엑톤파크,플리에,10,0,1,10,0,1,13800000,,0
블루스파이더,호,거,2015/09/09,5,외4,21,임봉춘,지앤지프로덕션,DUPORTH,ALWAYS DISCREET,11,0,0,7,0,0,5400000,3, 40000
블루울프,미,암,2015/04/01,5,외2,21,임봉춘,(주)나스카,NEW YEAR'S DAY,KISSABLE,15,3,1,5,1,1,166800000,77, 55000
블루참,한,수,2017/03/09,3,국6,40,송문길,김세민,컬러즈플라잉,인디언블루,3,0,0,3,0,0,13700000,,0
블루케이,한,암,2017/03/17,3,국6,99,휴양마,강경운,테스타마타,대싱플래티넘,2,0,0,2,0,0,7800000,,0
블루키톤,미,수,2017/02/20,3,외4,48,김대근,최병욱,PALACE MALICE,GOT,4,1,1,4,1,1,48600000,49, 0
블루킹,한,거,2017/03/06,3,국6,29,배휴준,강승연,애니기븐새터데이,청산일호,5,0,0,5,0,0,0,,0
블루파이어,한,거,2016/03/23,4,국3,25,전승규,이관형,채플로열,뉴미디어,17,0,8,10,0,5,113440000,51, 0
비뢰킹,한,거,2017/05/04,3,국미,20,배대선,김정두,애니기븐새터데이,비뢰소나타,0,0,0,0,0,0,0,,0
비르투스,한,암,2016/03/26,4,국5,06,홍대유,양경필,컬러즈플라잉,바이스댄서,8,1,1,6,1,1,51600000,34, 0
비바아마도스,미,수,2017/03/26,3,외4,33,서인석,김종진,FURY KAPCORI,STARSHIP MELODY,3,0,0,3,0,0,0,36, 0
비바킹,한,거,2016/03/18,4,국6,02,손영표,박정배,엑스플로잇,소트,6,0,0,5,0,0,960000,,20000
비봉마루,한,암,2017/02/27,3,국6,43,서정하,유영준,채플로열,라펨,1,0,0,1,0,0,0,,0
비사연,한,거,2016/03/28,4,국4,37,심승태,전좌식,사이먼퓨어,로드레인저,7,2,1,7,2,1,60400000,44, 0
비상등,한,암,2017/03/25,3,국4,99,휴양마,김기종,한센,해피조,6,2,0,6,2,0,70800000,43, 0
비앙카,한,암,2016/06/07,4,국6,15,박희철,강석대,한센,버터필드,10,0,1,10,0,1,11120000,,0
비욘드오버,한,암,2016/03/29,4,국3,17,김점오,이선호,메니피,토카르마데라,16,2,4,9,1,2,124200000,52, 0
비카브레이싱,한,수,2015/04/09,5,국2,99,휴양마,(주)자성실업,비카,임브레이싱크리시,11,5,1,6,5,0,168260000,69, 0
비평,한,수,2016/02/13,4,국4,99,휴양마,씨유네트워크,컬러즈플라잉,화이널멜로디,9,2,4,4,1,1,132150000,48, 10000
빅갈랜드,호,수,2014/10/22,6,외3,31,강환민,이종원,BERNARDINI,GARLAND GIRL,23,1,2,9,1,0,93150000,52, 0
빅리버,한,암,2017/03/30,3,국5,99,휴양마,이종욱,포리스트캠프,리버브룩,4,1,0,4,1,0,32800000,29, 0
빅이어,한,암,2015/02/02,5,국2,40,송문길,최몽주,채플로열,걸스라이크,21,3,4,10,0,1,208750000,66, 0
빅클래식,한,암,2016/05/01,4,국4,31,강환민,이종원,오피서,베리패스트레이디,5,2,1,4,2,1,59360000,41, 0
빅토리고고,미,암,2017/01/19,3,외4,33,서인석,최동천,MINESHAFT,AMERICA'S SPIRIT,3,0,0,3,0,0,0,36, 50000
빅토리맵,미,거,2017/03/11,3,외4,52,김동균,이연수,LIAM'S MAP,BYRAMA,4,0,0,4,0,0,3750000,36, 0
빅토리메신저,호,거,2016/10/10,4,외4,20,배대선,서홍배,ALL TOO HARD,GOODTIME GAL,3,0,0,3,0,0,0,37, 0
빅토리세븐,한,거,2015/03/20,5,미,25,전승규,박덕희,스트롬버그칼슨,본프로스펙터,2,0,0,0,0,0,0,,0
빅토리질주,한,암,2017/05/04,3,국6,03,최영주,손병현,라이언산타,신남성,4,0,0,4,0,0,0,,0
빅토리킹,한(포),거,2016/01/29,4,국4,25,전승규,박덕희,MAGICIAN,피버샴,16,1,4,14,1,4,91800000,46, 0
빅투더빅,캐,암,2017/02/04,3,외4,40,송문길,이미양,언캡처드,VEGAS BABE,2,1,0,2,1,0,33000000,46, 0
빅트리플,미,거,2017/03/24,3,외4,31,강환민,이종원,BODEMEISTER,MAJESTIC JEWEL,5,0,0,5,0,0,19800000,39, 0
빅페이스,한,수,2017/03/16,3,국6,04,박윤규,이방훈,사이먼퓨어,미사일디펜스,1,0,0,1,0,0,0,,0
빅플랜,한,암,2017/03/31,3,국5,13,이희영,김재성b,플랜,빅브라이트스타,2,1,0,2,1,0,22800000,3, 0
사과랑,한,암,2015/04/11,5,국4,16,최봉주,미즈타니 마사테루,샤프휴머,홀인원,8,2,1,8,2,1,71000000,44, 0
사나래,한,암,2016/02/01,4,국6,11,조현수,박세용,애니기븐새터데이,비바비노,7,0,1,6,0,1,5040000,,0
사람이라는별,한,수,2017/03/22,3,국6,22,안병기,우태율,록하드텐,토네이도앨리,0,0,0,0,0,0,0,,0
사랑댄서,미,거,2017/05/21,3,외4,04,박윤규,이방훈,FLATTER,OVERRATED,2,0,0,2,0,0,0,37, 0
사려니,한,수,2017/05/13,3,국미,99,휴양마,오영익,한센,록레인,0,0,0,0,0,0,0,,0
사려니선더,한,수,2015/02/17,5,국4,07,구자흥,오영익,샤프휴머,스카이트레인,12,2,0,4,0,0,49820000,36, 0
사려니위너,미,암,2017/01/30,3,외4,07,구자흥,오영익,CROSS TRAFFIC,WESTERN WOMAN,2,0,1,2,0,1,16950000,42, 0
사려니퀸,한,암,2017/05/11,3,국6,07,구자흥,오영익,디바인파크,플라이톱,0,0,0,0,0,0,0,,0
사려니힐링,한,거,2014/03/29,6,국3,15,박희철,오영익,포리스트캠프,벨어브더문,39,3,4,9,0,0,224250000,63, 0
사바킹덤,한,거,2016/04/06,4,국2,27,박병일,이관형,선더모카신,애스트리즈딜레머,14,5,1,9,4,1,193550000,73, 0
사사,한,암,2016/03/13,4,국4,50,박재우,이종천,포리스트캠프,니드노인트러덕션,10,1,2,6,0,2,63400000,36, 0
사우스반,한,암,2016/05/07,4,국6,12,서범석,임종근,사이먼퓨어,볼드가드니스,11,0,0,9,0,0,4080000,,0
사이먼리치,한,수,2014/05/21,6,국4,29,배휴준,고영욱,사이먼퓨어,스티글리츠,42,3,1,20,0,0,119800000,36, 22000
사이먼스톰,한,암,2017/04/16,3,국6,11,조현수,이혜란,사이먼퓨어,스펜서스스톰,0,0,0,0,0,0,0,,0
사이먼퀸,한,암,2016/05/14,4,국4,05,우창구,임영수,사이먼퓨어,북대풍,10,2,1,10,2,1,59680000,4, 0
사이먼킹덤,한,수,2016/06/11,4,국6,44,김학수,이혜란,사이먼퓨어,한류,7,0,0,7,0,0,0,,0
사이킥보스,한,암,2017/01/18,3,국4,10,정호익,금악목장,페더럴리스트,사이킥걸,6,1,3,6,1,3,60000000,36, 0
사제불이,미,암,2017/04/01,3,외미,99,휴양마,김영식,HONOR CODE,MFORT ZONE,0,0,0,0,0,0,0,,0
산뜻한스침,한,암,2017/02/20,3,국6,22,안병기,우태율,페더럴리스트,원굿북,3,0,0,3,0,0,7800000,,0
삼바짱,미,거,2017/04/05,3,외미,99,휴양마,죽마조합,KANTHAROS,HANALEI HAILEY,0,0,0,0,0,0,0,,0
삼부다이아,한,암,2017/05/15,3,국미,24,서홍수,김봉섭,애니기븐새터데이,링잉에코,0,0,0,0,0,0,0,,0
삼삼빅토리,미,거,2015/04/01,5,외2,04,박윤규,박덕희,위드디스팅션,HOLIDAY ASHLEY,21,3,4,9,2,2,191700000,71, 0
삼성불패,미,거,2014/05/20,6,외1,99,휴양마,김병진,FLOWER ALLEY,SPLENDID SOUND,25,5,9,7,1,3,477350000,102, 85000
삼성비바,한,수,2017/02/25,3,국5,54,박천서,한명로,티즈원더풀,벨이밴저린,5,1,1,5,1,1,19680000,3, 0
삼애락,한,암,2017/02/10,3,국6,99,휴양마,박세용,록하드텐,스피닝얀,3,0,0,3,0,0,0,,0
삼정타핏,미,거,2014/02/19,6,외1,50,박재우,삼정,TRAPPE SHOT,URE SARAH,23,4,1,6,0,0,243750000,81, 0
삼포여걸,한,암,2017/04/24,3,국6,28,최상식,강석대,한센,인터처블,3,0,0,3,0,0,0,,0
상감마마,한,거,2012/03/26,8,국1,27,박병일,이관형,피스룰즈,미스메리트,36,11,2,4,2,0,602700000,112, 0
상승탑,미,수,2017/02/19,3,외4,99,휴양마,이미양,AMERICAN PHAROAH,LAYREEBELLE,0,0,0,0,0,0,0,38, 0
새남의별,한,수,2017/04/25,3,국6,53,김동철,김선식,한센,오투데이,1,0,0,1,0,0,0,,0
새내빅토리,한,암,2016/05/16,4,미,26,안해양,문금철,컬러즈플라잉,아이즈어글로우,12,0,1,8,0,1,14960000,21, 0
새내스퍼트,한,수,2017/03/12,3,국4,06,홍대유,문금철,메니피,실버블로섬,6,2,2,6,2,2,59080000,42, 0
새내아이린,미,암,2017/03/09,3,외4,99,휴양마,문금철,CONSTITUTION,INTO REALITY,1,0,0,1,0,0,8400000,4, 0
새내초이스,한,암,2017/03/26,3,국6,06,홍대유,문금철,사이먼퓨어,올태피드인,3,0,1,3,0,1,9650000,,0
새내폭주,한,거,2017/05/19,3,국6,06,홍대유,문금철,애니기븐새터데이,캣위치,1,0,0,1,0,0,0,,0
새로운군주,한,거,2016/04/14,4,국6,37,심승태,권용수,리미트리스비드,용마루,3,0,0,3,0,0,0,,0
새로운보배,한,암,2016/02/25,4,국5,99,휴양마,류재욱,와이와이와이,어번쇼커,8,0,2,8,0,2,21600000,27, 0
새로운파티,한,암,2017/04/18,3,국6,37,심승태,김재성b,스트라이크어게인,즐거운파티,0,0,0,0,0,0,0,,0
새록새록,한,암,2017/05/11,3,국미,20,배대선,이미양,머스킷맨,불굴의투사,0,0,0,0,0,0,0,,0
샌드파워,한,수,2017/03/14,3,국6,28,최상식,강석대,록하드텐,리틀미스플러리,4,0,0,4,0,0,8720000,,0
샤이니퀸,한,암,2017/05/05,3,국6,99,휴양마,손병철,디바인파크,진즈바,2,0,0,2,0,0,0,,0
샤이니파이어,한(포),암,2017/03/26,3,국6,03,최영주,손병철,MIDSHIPMAN,셔윈포레스트,3,0,1,3,0,1,15000000,,0
샤인뮤직,한(포),암,2017/02/09,3,국6,37,심승태,김용래,MACLEAN'S MUSIC,리버포레스트,2,0,0,2,0,0,0,,0
샤인파이터,한,암,2017/06/12,3,국6,37,심승태,김용래,록하드텐,유로파이터,4,0,1,4,0,1,14320000,,0
샤크대장군,한,수,2015/02/12,5,국1,29,배휴준,이종길,엑톤파크,원더유니콘,22,5,5,9,2,3,397550000,89, 0
샤크짱,미,수,2017/03/28,3,외4,13,이희영,이종길,NEW YEAR'S DAY,CE OVER,7,1,1,7,1,1,59400000,48, 0
샴로커,미,수,2013/03/20,7,외1,99,휴양마,최몽주,DUBLIN,PORTERA,39,6,11,8,0,3,1074250000,12, 44376
섀도우퀸,한,암,2017/05/30,3,국6,41,신삼영,링크폴로,록하드텐,스마트체스넛,1,0,0,1,0,0,0,,0
서니케이,한,암,2017/04/30,3,국6,44,김학수,강경운,오피서,아라비안버드,0,0,0,0,0,0,0,,0
서던맨,한(포),거,2016/03/05,4,국5,06,홍대유,이경희,SOUTHERN IMAGE,랜드슬라이드빅토,11,1,0,9,1,0,21000000,29, 0
서울데이,한,수,2017/03/21,3,국6,15,박희철,조병해,채플로열,워리스톤,2,0,0,2,0,0,0,,0
서울매직,한,수,2016/03/13,4,국6,53,김동철,이시환,래칸터,복등화,16,0,1,13,0,1,11280000,,0
서울시대,미,수,2016/02/22,4,외4,52,김동균,이시환,HE'S HAD ENOUGH,LECTRICA,17,1,0,11,1,0,34200000,38, 0
서울엄지,미,수,2015/05/09,5,외4,17,김점오,이중연,티즈원더풀,SPLENDORELLA,20,1,1,6,0,0,69150000,48, 0
서울의별,한,암,2015/04/01,5,국2,53,김동철,김선식,리미트리스비드,부산의별,24,4,2,8,0,0,666000000,8, 0
서울크라운,한,수,2017/04/15,3,국6,42,이관호,김진엽,원쿨캣,박스우드,1,0,0,1,0,0,2000000,,0
서울탱크,미,거,2014/02/15,6,외3,15,박희철,조병해,GIANT OAK,WEDGEFIELD,43,2,5,12,0,4,168750000,65, 0
서클댄서,한,암,2014/04/19,6,국3,16,최봉주,이수행,비카,우리바다,35,4,3,10,0,0,264200000,61, 0
선더라이트,미,수,2014/03/19,6,외1,05,우창구,변갑한,REPENT,WHITE DIAMOND GIRL,18,3,6,5,1,1,291900000,93, 0
선더마크,미,암,2016/04/08,4,외2,99,휴양마,우순근,AFLEET ALEX,BOOMANJI,10,3,2,8,2,2,177000000,8, 0
선더머니,한,거,2015/04/12,5,국5,02,손영표,박성구,선더모카신,석샘,16,1,1,9,0,0,30480000,24, 0
선더블레이드,미,거,2016/03/03,4,외2,99,휴양마,김형란,TALE OF EKATI,REGALLY BRED,9,3,2,5,2,0,216600000,78, 0
선더소니아,한,암,2017/03/21,3,국6,99,휴양마,임영수,메니피,불꽃바람,2,0,0,2,0,0,0,,0
선더윈드,한,수,2017/03/22,3,국6,34,리카디,조건진,선더모카신,라이크더윈드,0,0,0,0,0,0,0,,0
선더챔피언,한,수,2017/03/09,3,국미,07,구자흥,김석헌,선더모카신,온리챔피언,0,0,0,0,0,0,0,,0
선더케이,한,수,2017/03/03,3,국6,18,박대흥,강경운,포리스트캠프,선더우먼,1,0,0,1,0,0,3000000,,0
선라이팅,미,수,2015/03/08,5,외1,12,서범석,이신근,CREATIVE CAUSE,DATTTS LADY DI,21,5,3,8,1,1,348100000,96, 0
선붐,미,수,2017/03/05,3,외4,12,서범석,이신근,SHANGHAI BOBBY,ZIZI TOP,1,0,0,1,0,0,0,38, 0
선샤인레이디,한(포),암,2016/04/18,4,국6,11,조현수,신윤경,HAT TRICK,주스바,4,0,0,4,0,0,2000000,,0
선샤인특급,한,암,2016/04/22,4,국5,14,이신영,박의주,애니기븐새터데이,사이치,15,1,0,12,1,0,25840000,29, 0
선스타트,미,수,2015/01/29,5,외4,02,손영표,이신근,GEMOLOGIST,BRUSH STROKES,25,0,4,12,0,2,89400000,45, 0
선오브선더,한,거,2016/03/27,4,국4,18,박대흥,양동희,피스룰즈,록오브선더,13,2,3,10,2,1,106800000,49, 0
선우럭키,미,거,2017/04/21,3,외4,37,심승태,선우파워텍(주),ORB,BLACK ESCORT,4,0,0,4,0,0,21300000,41, 0
선위너,한,암,2016/03/19,4,국6,12,서범석,이신근,피스룰즈,황금물결,9,0,0,7,0,0,1920000,,0
선파이팅,한,암,2017/04/30,3,국5,12,서범석,이신근,록하드텐,릴리언스펄,5,1,0,5,1,0,17680000,29, 0
선포레,미,거,2017/04/16,3,외4,29,배휴준,서상주,WICKED STRONG,HIGHSTAR,5,0,0,5,0,0,3750000,36, 0
섬싱노바디노,한,수,2016/03/11,4,국4,99,휴양마,정춘복,사이먼퓨어,위닝글로리,10,1,5,8,0,4,85800000,47, 0
섬싱미스터리,한,수,2015/04/25,5,국3,06,홍대유,정춘복,사이먼퓨어,신한우먼,23,4,2,11,1,0,171500000,59, 0
섬싱익스펙트,미,수,2017/03/11,3,외4,06,홍대유,정춘복,BLAME,TAPPIN'AT THE DOOR,2,0,0,2,0,0,16200000,41, 0
성실머니,한(포),암,2017/04/19,3,국미,99,휴양마,이동훈,DIALED IN,퍼스트비트레이얼,0,0,0,0,0,0,0,,0
성파,미,수,2014/02/02,6,외1,99,휴양마,서운석,DISCREETLY MINE,애비드,28,5,2,8,1,2,272400000,85, 0
성파장,한,암,2016/04/07,4,국6,45,김순근,서운석,어플리트어게인,천수,8,0,1,8,0,1,6240000,,0
세라칸,한,거,2014/02/04,6,국4,03,최영주,김찬영,원쿨캣,계명의빛,23,3,2,10,1,0,88260000,41, 0
세렌디피티야,미,암,2017/03/02,3,외4,22,안병기,우태율,FAST ANNA,PROMISE ME JOY,3,0,0,3,0,0,0,37, 0
세명강자,한,암,2017/05/18,3,국6,03,최영주,이기철,엑톤파크,댄싱스퀄,1,0,0,1,0,0,0,,0
세명공주,한(포),암,2016/05/04,4,국6,03,최영주,이기철,STREET BOSS,컨트리웨이,7,0,0,6,0,0,0,,0
