horse_name,horse_home,horse_sex,horse_dob,horse_age,horse_class,horse_group,horse_trainer,horse_owner,horse_dad,horse_mom,race_count,first,second,one_yr_count,one_yr_first,one_yr_second,horse_earned_money,horse_rating,horse_price
스마트굿,한,암,2017/03/19,3,국미,13,이희영,이재상,스트라이크어게인,워밍하트,0,0,0,0,0,0,0,,0
스마트돌풍,한,수,2017/03/23,3,국6,99,휴양마,김태성,컬러즈플라잉,스마트퀸,4,0,0,4,0,0,0,,0
스마트스트롱,미,수,2017/04/03,3,외4,05,우창구,이보원,WICKED STRONG,MART KISS,2,0,0,2,0,0,0,37, 0
스마트시티,한,암,2017/03/23,3,국6,07,구자흥,선용호,애니기븐새터데이,금빛승리,1,0,0,1,0,0,0,,0
스마티블루,한,거,2015/05/21,5,국2,25,전승규,김용래,록하드텐,프레리타운십,12,4,3,6,3,1,178050000,66, 0
스마티아델,한,암,2016/03/12,4,국4,40,송문길,이종훈,한센,스마티로드,15,2,2,10,1,1,101600000,44, 0
스카이돌풍,한,수,2015/03/01,5,국3,40,송문길,김태성,원쿨캣,로사로즈,26,4,3,10,1,1,183650000,61, 0
스카이맨,한,거,2017/03/22,3,국미,09,강성오,박광순,포리스트캠프,스카이라라,0,0,0,0,0,0,0,,0
스카이베이,미,암,2015/02/20,5,외1,14,이신영,황영금,ADIOS CHARLIE,K K'S KITTY,15,6,1,5,1,1,718800000,103, 0
스카이선더,한,암,2017/04/19,3,국6,99,휴양마,말사모,포리스트캠프,스카이트레인,3,0,0,3,0,0,0,,0
스카이스톰,한,수,2015/03/21,5,국4,02,손영표,권용수,유로실버,스톰이글,16,1,3,6,0,2,57080000,38, 0
스카이퓨처,한(포),거,2017/03/21,3,국6,99,휴양마,손병철,RACE DAY,익스퀴짓뷰티,0,0,0,0,0,0,0,,0
스카이홀드,미,수,2017/02/05,3,외미,52,김동균,권용수,KANTHAROS,MONTANA JORDANA,0,0,0,0,0,0,0,,0
스타러시,한(포),수,2017/04/04,3,국6,53,김동철,제주축협,POINT OF ENTRY,메긴스홀리데이,3,0,0,3,0,0,0,,0
스타삭스,한,암,2015/05/28,5,국5,99,휴양마,김창식,록하드텐,그레스펄발레리나,15,0,1,8,0,0,28600000,23, 0
스타트매직,한,수,2017/04/18,3,국미,32,김윤섭,김재영a,플랜,패스테릭,0,0,0,0,0,0,0,,0
스터닝어게인,한(포),거,2016/03/27,4,국6,12,서범석,청팅콩,AWESOME AGAIN,에이티파이브에스,10,0,0,7,0,0,2960000,,0
스터닝한센,한,암,2017/03/31,3,국4,52,김동균,김익영,한센,와일드캣,2,2,0,2,2,0,57000000,44, 0
스토미,한,수,2015/03/14,5,국4,33,서인석,허훈,선더모카신,스털링스트라이드,28,1,3,10,0,0,88940000,43, 0
스톰포스,한,암,2016/02/26,4,국6,99,휴양마,박태준,메니피,비바갈릴레오,7,0,1,4,0,1,21600000,,0
스트라이드업,한,거,2016/03/26,4,국4,12,서범석,청팅콩,리미트리스비드,자벨라,18,2,3,13,1,2,93640000,45, 0
스트레토,한,수,2017/02/21,3,국4,04,박윤규,박기태,사이먼퓨어,루나스파이크,8,2,1,8,2,1,94000000,37, 0
스트롱러너,한,수,2015/04/08,5,국4,12,서범석,이성헌,테스타마타,남한산성,23,2,4,10,0,1,122640000,49, 0
스트롱레드,한,암,2017/03/10,3,국5,12,서범석,이성헌,티즈원더풀,스크루이,4,1,1,4,1,1,29280000,3, 0
스트롱로드,한(포),수,2011/03/28,9,국2,12,서범석,이성헌,A. P. WARRIOR,루키로키,52,10,5,8,0,0,670350000,67, 0
스트롱벌처,한,거,2016/04/10,4,국4,12,서범석,이성헌,테스타마타,스피드백,14,3,1,11,3,0,108920000,43, 0
스트롱샤인,한(포),거,2011/02/14,9,국4,27,박병일,박치문,NOBLE CAUSEWAY,골든데일,75,3,2,12,0,0,195700000,48, 500
스트롱캡틴,한,거,2015/03/20,5,국4,12,서범석,이성헌,채플로열,사토시,30,2,4,11,0,0,119960000,43, 0
스트롱퀸,한,암,2017/03/09,3,국5,99,휴양마,곽영숙,컬러즈플라잉,루키로키,6,0,3,6,0,3,47000000,34, 0
스트리트강자,한,거,2017/03/06,3,국5,99,휴양마,남승현,홍지,스트리트명문,1,1,0,1,1,0,22000000,29, 0
스페셜럭키,한(포),암,2017/04/28,3,국미,06,홍대유,현대영,MUCHO MACHO MAN,헬로우럭키,0,0,0,0,0,0,0,,0
스페셜스토리,한,암,2017/04/24,3,국6,15,박희철,이효선,어플리트어게인,우승이야기,2,0,0,2,0,0,0,,0
스페셜스톤,한,암,2015/05/07,5,국2,99,휴양마,장철환,리미트리스비드,그레이스톤,14,5,3,7,1,1,574500000,77, 0
스페셜어게인,한,암,2017/04/12,3,국5,19,곽영효,이미경,어플리트어게인,셈바왕,10,0,2,10,0,2,12540000,27, 0
스페셜챔프,한,암,2016/04/30,4,국6,29,배휴준,이성님,피스룰즈,서브잇콜드,7,0,0,7,0,0,2960000,,0
스페이드매시,한,거,2016/03/10,4,국5,26,안해양,공이공팔,컬러즈플라잉,하이퍼소닉,11,1,1,11,1,1,31280000,29, 0
스펙터퀸,한,암,2016/05/17,4,국5,99,휴양마,말사모,페더럴리스트,본프로스펙터,8,1,0,8,1,0,17840000,28,5000
스프링데이,한,수,2017/04/03,3,국6,99,휴양마,(주)나스카,페더럴리스트,레드딕시,4,0,0,4,0,0,0,,0
스프링백,미,거,2016/03/04,4,외1,22,안병기,(주)디알엠씨티,GEMOLOGIST,프랜지블,14,4,4,9,2,2,356000000,95, 0
스프링컴,한(포),거,2017/02/03,3,국6,25,전승규,이관형,SWISS YODELER,레디투러브,3,0,1,3,0,1,5500000,,0
스프링킹,미,거,2017/03/31,3,외4,30,토니,(주)디알엠씨티,투아너앤드서브,프랜지블,1,0,0,1,0,0,0,38, 0
스피돔,미,거,2017/04/10,3,외3,08,최용구,강무웅,CONGRATS,HARPER'S SONG,4,2,1,4,2,1,139950000,6, 0
스피드고,한,수,2017/03/09,3,국5,33,서인석,고재완,페더럴리스트,오버스피드,1,1,0,1,1,0,13750000,31, 0
스피드댄서,한,암,2017/04/29,3,국6,19,곽영효,김용래,메니피,스피닝윈드,4,0,0,4,0,0,4360000,,0
스피드마운틴,한,수,2016/03/12,4,국6,11,조현수,최몽주,한센,마운틴수,4,0,0,4,0,0,0,,0
스피드버드,한(포),수,2017/04/15,3,국5,44,김학수,양현모,WARRIOR'S REWARD,실버버드,2,1,0,2,1,0,34200000,31, 0
스피드벨,한,거,2016/04/30,4,국4,21,임봉춘,최몽주,클리어어템프트,유니언벨,12,2,1,10,2,1,68200000,39, 0
스피드보스,미,거,2016/02/28,4,외4,40,송문길,최몽주,STREET BOSS,MYFRIENDTHEBIRD,6,0,0,4,0,0,0,35, 0
스피드이즈칸,한,수,2015/02/28,5,국3,43,서정하,대한사료,와이와이와이,캔트레지스트,23,2,6,9,0,1,167750000,52, 0
스피드청룡,한,거,2015/03/26,5,국3,17,김점오,과천시청,메니피,모가웅,24,4,1,8,1,0,137290000,51, 0
스피드플라잉,한,암,2016/02/20,4,국6,11,조현수,최몽주,컬러즈플라잉,킵인스코어,5,0,0,3,0,0,2200000,,0
스피드황룡,한,거,2015/03/22,5,국4,17,김점오,과천시청,테스타마타,노블볼트,20,3,1,9,1,1,125680000,46, 0
스피드흑룡,한,거,2016/04/15,4,국5,99,휴양마,과천시청,스트라이크어게인,어메이징서프라이,11,1,0,7,0,0,40800000,3, 0
슬립웰,미,수,2017/05/06,3,외3,21,임봉춘,채승배,MACLEAN'S MUSIC,FEARLESS WILDCAT,2,2,0,2,2,0,76950000,6, 0
슬링스톤,한,거,2016/02/28,4,국3,09,강성오,강현철,래칸터,노던파크,13,3,3,9,2,3,135530000,58, 0
승리기억,호,수,2014/07/25,6,외4,09,강성오,함춘,STAR WITNESS,XCEED AND EXCITE,14,1,1,4,0,0,59550000,47, 0
승리나래,한,거,2015/02/04,5,국5,44,김학수,강수덕,래칸터,아멜,19,2,1,11,0,0,83400000,35, 0
승리여전사,한,암,2017/05/11,3,국미,42,이관호,강수덕,올드패션드,바잔키티,0,0,0,0,0,0,0,,0
승리전설,한,암,2016/05/14,4,국5,99,휴양마,강수덕,피스룰즈,갬블투빅토리,11,0,1,8,0,1,13280000,24, 0
시드니머니,한,암,2016/02/18,4,국6,30,토니,함춘,제이에스홀드,소백수,6,0,0,5,0,0,3120000,,0
시베리아,한,암,2017/05/20,3,국5,32,김윤섭,김광영,채플로열,사향,1,1,0,1,1,0,13750000,29, 0
시선집중,한,수,2017/02/28,3,국5,11,조현수,이대만,볼포니,토종고수,6,1,0,6,1,0,22550000,29, 0
시스푸마위너,한,거,2014/04/30,6,국4,99,휴양마,김종진,피스룰즈,쿠든헬프마이셀프,32,2,3,10,0,1,82300000,36, 0
시스푸마캡틴,미,거,2016/02/21,4,외4,33,서인석,김종진,CHEROKEE'S BOY,FOURTH QUEST,6,0,0,5,0,0,2400000,36, 0
시크릿걸,한,암,2017/05/13,3,국미,04,박윤규,김영선,클리어어템프트,개국공신,0,0,0,0,0,0,0,,0
시크릿선더,한,암,2017/04/24,3,국미,07,구자흥,김석헌,선더모카신,시크릿플레져,0,0,0,0,0,0,0,,0
시티송암,한,거,2016/04/20,4,국5,08,최용구,지원철,컬러즈플라잉,시티스타일링,8,1,2,8,1,2,33120000,33, 0
시티엔젤,한,암,2015/04/28,5,국4,24,서홍수,(주)녹원목장,포리스트캠프,레요나,16,1,2,7,0,0,65160000,36, 0
시티챔프,한,수,2014/02/28,6,국5,04,박윤규,윤훈현,인그란디어,시티본,30,0,5,8,0,2,77740000,34,5000
신규강자,한,거,2012/02/16,8,국1,99,휴양마,서홍배,매켄지패스,탐라비바리,51,10,5,8,0,0,701620000,87, 23000
신대로,한,수,2017/03/11,3,국6,45,김순근,박정배,경부대로,신대양,2,0,0,2,0,0,0,,0
신데렐라,한,암,2017/05/11,3,국미,24,서홍수,이본희,플랜,올인훼이버,0,0,0,0,0,0,0,,0
신돌격,한,거,2014/05/18,6,미,34,리카디,이기선,샤프휴머,일루시브토가,20,3,4,10,0,1,179850000,66, 0
신록,한,수,2017/02/01,3,국6,28,최상식,강종우,록하드텐,신청춘,5,0,0,5,0,0,5330000,,0
신부,한,암,2016/04/28,4,국5,50,박재우,씨유네트워크,포리스트캠프,텔미허니,13,2,0,12,2,0,46880000,35, 0
신의명령,한,암,2015/03/12,5,국1,99,휴양마,이종천,한센,스트로베리로즈,22,5,5,6,0,0,610250000,82, 0
신의열매,미,거,2017/04/20,3,외4,22,안병기,김동익,TONALIST,LIGHTNING LYDIA,1,0,0,1,0,0,0,38, 36300
신의축복,한,암,2016/04/17,4,국6,37,심승태,김교완,천년대로,스피드폭스,14,0,0,11,0,0,12720000,,0
실버드래곤,한,거,2016/05/27,4,국6,21,임봉춘,(주)나스카,한센,초산,4,0,0,4,0,0,0,,0
실버울프,호,암,2012/09/18,8,외1,40,송문길,윤우환,ORATORIO,READY FOR MORE,34,17,4,5,4,0,3015000000,125, 0
실버윈,한,암,2017/05/30,3,국6,21,임봉춘,금악목장,인그란디어,실버메테오르,1,0,0,1,0,0,0,,0
심장의고동,한,수,2016/03/14,4,국1,49,지용철,오종환,지금이순간,하우아유,12,6,1,11,6,1,716300000,95, 0
심청사달,한,거,2014/04/16,6,국4,53,김동철,유희태,오피서,올어바웃어드림,28,2,2,4,0,0,87400000,45, 0
심플리파이,한,수,2016/03/11,4,국4,01,박종곤,김정철,컬러즈플라잉,윌링미스,4,2,0,4,2,0,64800000,37, 0
심플스타일,한,수,2017/01/19,3,국4,40,송문길,(주)나스카,컬러즈플라잉,펠리시티,4,2,1,4,2,1,68800000,38, 0
싱그러운타임,한,암,2016/02/24,4,국4,52,김동균,조창석,메니피,싱그러운,10,2,1,9,2,1,83400000,4, 0
싱싱메리,미,암,2016/04/22,4,외3,29,배휴준,전석호,위드디스팅션,AMYLIMEHOUSE,5,1,0,2,0,0,56700000,57, 0
싱싱유로,한,거,2017/04/29,3,국6,99,휴양마,전석호,유로실버,젠틀그웬,3,0,0,3,0,0,0,,0
싱싱장수,한,거,2016/02/26,4,국5,29,배휴준,전석호,페더럴리스트,흑바람,10,1,1,9,1,1,34480000,3, 0
쏘아라여장군,한,암,2017/03/22,3,국6,48,김대근,현태봉,한센,피렌체,4,0,0,4,0,0,1600000,,0
아델엔젤,미,암,2016/03/05,4,외4,40,송문길,이종훈,HE'S HAD ENOUGH,MIDNIGHT ANGELUS,10,0,0,6,0,0,5200000,36, 0
아라리요,한,수,2017/03/30,3,국5,52,김동균,김한수,디바인파크,별기,4,1,1,4,1,1,26590000,3, 0
아라시,한,거,2016/03/18,4,국5,53,김동철,김광명,테스타마타,리걸에어,15,0,2,10,0,2,10080000,2, 30000
아로마,한,수,2017/04/29,3,국6,42,이관호,최수군,스트라이크어게인,스페셜레드,0,0,0,0,0,0,0,,0
아르폰스,미,수,2016/05/22,4,외4,43,서정하,유정희,MUNNINGS,ELLA MARIE,9,0,0,5,0,0,7600000,37, 0
아리산,한,수,2016/04/16,4,국6,99,휴양마,청수,록하드텐,마이티엔젤,8,0,0,8,0,0,1600000,,0
아리안왕자,호,수,2016/10/09,4,외4,99,휴양마,지앤지프로덕션,PUISSANCE DE LUNE,MISS DIAZ,2,0,0,2,0,0,0,37,6000
아마로네,한,암,2015/02/19,5,국5,21,임봉춘,지앤지프로덕션,인그란디어,초원의별,20,1,2,9,0,0,62000000,28, 40000
아메리칸벨,미,수,2016/03/12,4,외4,13,이희영,황봉기,AMERICAN LION,BELLARAMA,7,0,1,6,0,1,15750000,39, 0
아메리칸포스원,미,거,2017/04/17,3,외4,49,지용철,서정범,GEMOLOGIST,RUFUS RUTH,12,0,0,12,0,0,24750000,36, 0
아멘다,한,암,2015/04/12,5,국3,10,정호익,김광명,메니피,하이밸류,25,4,4,8,1,0,239500000,6, 50000
아미고라로,미,수,2017/05/15,3,외4,54,박천서,김종진,SUMMER FRONT,CALL AHEAD,5,0,0,5,0,0,9150000,37, 0
아스테르,한,거,2015/03/16,5,국5,43,서정하,공이공팔,스파이큘,위너트로피,28,0,2,11,0,0,24840000,21, 0
아스트로,한,거,2017/04/16,3,국6,03,최영주,서운석,스트라이크어게인,블랙루비,3,0,0,3,0,0,0,,0
아워사이먼,한,암,2016/05/20,4,국5,41,신삼영,박정배,사이먼퓨어,아워캅스태드,6,1,2,5,1,2,36640000,32, 0
아이비에스퀸,한(포),암,2016/02/05,4,국3,99,휴양마,이경희,EXCHANGE RATE,조지스프레어,15,3,2,10,1,2,153550000,55, 0
아이스펀치,한,수,2017/03/07,3,국5,42,이관호,김정철,한센,윌링미스,2,1,1,2,1,1,34600000,32, 0
아이언삭스,미,수,2017/05/01,3,외4,14,이신영,김창식,MINESHAFT,CENTURIAN LADY,4,0,1,4,0,1,24600000,42, 0
아이언하트,한,암,2016/03/28,4,국6,21,임봉춘,박정웅,애니기븐새터데이,매거코로,12,0,0,8,0,0,11920000,,0
아이엠스타,한(포),거,2013/03/29,7,국3,13,이희영,태희종합건설,TWIRLING CANDY,윈터로즈,40,3,3,11,2,0,180350000,55,1000
아즈위스톤,한,수,2016/05/09,4,국6,52,김동균,김한수,피스룰즈,시골길,6,0,0,6,0,0,960000,,0
아테나브이,한,암,2016/04/20,4,국5,40,송문길,허장원,라이언메탈,머스탱퀸,3,1,1,3,1,1,39800000,29, 0
아토,미,수,2016/01/25,4,외4,99,휴양마,(주)삼건사,TRAPPE SHOT,CREATIVE DESIGN,8,0,0,6,0,0,0,34, 0
안목항,한,암,2016/04/07,4,국5,34,리카디,홍종철,엑스플로잇,제석,8,2,1,8,2,1,63880000,35, 0
안양옥센,미,거,2017/03/29,3,외4,07,구자흥,(주)에이에프피,IMAGINING,MERRIWEATHER,3,0,0,3,0,0,2400000,38, 0
안양재규어,한,암,2016/03/22,4,국5,07,구자흥,(주)에이에프피,피스룰즈,마오노,11,1,1,11,1,1,38460000,32, 0
안양호랑이,한(포),암,2017/04/20,3,국6,06,홍대유,(주)에이에프피,QUALITY ROAD,인디트러블,2,0,0,2,0,0,1250000,,0
알짜,한,수,2017/04/26,3,국6,99,휴양마,이태인,사담파테크,찬기파랑,2,0,0,2,0,0,0,,0
알찬누리,한,거,2017/04/10,3,국6,10,정호익,김광명,페더럴리스트,루시엔,2,0,1,2,0,1,8400000,,0
알파독,한,거,2017/04/24,3,국6,18,박대흥,우순근,피스룰즈,불세지용,2,0,0,2,0,0,5400000,,0
애니선,한,암,2017/02/04,3,국6,99,휴양마,이용식,애니기븐새터데이,선봉질주,6,0,1,6,0,1,7920000,,0
애니티즈,한,거,2017/05/29,3,국6,27,박병일,지원철,티즈원더풀,애니버서리걸,1,0,0,1,0,0,0,,0
애비보컬스,아일,수,2016/03/06,4,외4,99,휴양마,피엔에스홈즈,VOCALISED,VORONOVA,11,0,0,8,0,0,16200000,36, 0
액티몬,미,거,2016/04/28,4,외2,18,박대흥,김호선,VERRAZANO,DESPITE HER FORM,11,2,4,9,2,4,146550000,69, 0
야호골든캣,한,수,2017/05/04,3,국6,50,박재우,이태식,피스룰즈,축제,3,0,1,3,0,1,5500000,,0
야호선더캣,한,수,2016/03/15,4,국3,50,박재우,이태식,원쿨캣,상왕전,11,3,0,8,2,0,119500000,53, 0
야호스마트캣,한,거,2015/04/20,5,국1,99,휴양마,이태식,원쿨캣,플라이톱,18,8,1,8,4,0,363600000,97, 0
야호스카이캣,한,거,2012/04/15,8,국1,99,휴양마,이태식,피스룰즈,더릴렌틀리스캣,37,7,7,8,0,1,771300000,101, 0
야호스트롱캣,한,수,2015/04/03,5,국1,99,휴양마,이태식,포리스트캠프,새로운세상,21,5,4,9,1,1,269690000,81, 0
야호엠제이캣,한,암,2016/04/28,4,국6,11,조현수,이태식,채플로열,플라이톱,11,0,1,7,0,0,18400000,,0
야호원더풀캣,호,거,2016/09/29,4,외4,99,휴양마,이태식,DELAGO DELUXE,ILITAI,3,0,0,3,0,0,0,36, 0
어나더스마트원,미,거,2014/02/17,6,외1,42,이관호,박남성,SMARTY JONES,LELANDER,25,6,4,6,1,0,467750000,103, 0
어느멋진날,미,거,2016/03/09,4,외3,22,안병기,우태율,KITTEN'S JOY,AP DANCE,12,3,0,7,3,0,135000000,65, 0
어드밴스,한(포),암,2017/02/25,3,국6,16,최봉주,김정철,DISCREET CAT,아만포어,0,0,0,0,0,0,0,,0
어린왕자,한,수,2014/04/01,6,국4,37,심승태,정기환,포리스트캠프,소사이어티차일드,34,2,4,10,1,0,137800000,41, 0
어마무시,미,수,2017/04/07,3,외4,22,안병기,우태율,FED BIZ,MARVELOUS ME,4,1,0,4,1,0,36600000,46, 0
어마어마,미,수,2017/04/18,3,외3,40,송문길,(주)나스카,ALGORITHMS,LIGNITE,2,2,0,2,2,0,75750000,65, 0
어메이징위즈,한,암,2017/04/29,3,국6,99,휴양마,최몽주,록하드텐,어메이징파티,2,0,0,2,0,0,2000000,,0
어메이징퀸,한,암,2017/04/06,3,국6,31,강환민,이성인,티즈원더풀,어메이징서프라이,2,0,0,2,0,0,2400000,,0
어바웃섬싱,한,암,2017/04/28,3,국6,99,휴양마,서창식,컬러즈플라잉,스타어폰스타,2,0,0,2,0,0,0,,0
어울더울,미,거,2014/03/13,6,외4,23,유재길,오왕근,카우보이칼,MONREGALE,35,1,0,12,0,0,74400000,31, 0
어치브,한(포),암,2015/03/06,5,국3,99,휴양마,요시다 가츠미,SMART FALCON,엔젤시드,5,3,1,4,2,1,88480000,56, 0
어플리트마린,한,암,2017/03/25,3,국6,06,홍대유,이경희,어플리트어게인,스카이하이해티,0,0,0,0,0,0,0,,0
언디피티드,한,수,2015/04/07,5,국4,05,우창구,유길상,샤프휴머,기리업개드플라이,23,2,3,13,0,1,119800000,38, 0
언브레이커블,한,암,2016/04/30,4,국6,14,이신영,김정철,컬러즈플라잉,나우코프위드디스,2,0,0,2,0,0,0,,0
언비튼가이,미,수,2017/03/05,3,외미,99,휴양마,오상철,GRAYDAR,PRINCESS PENNY,0,0,0,0,0,0,0,,0
언패럴렐드,한,수,2017/04/16,3,국6,16,최봉주,오종환,포리스트캠프,플라이위너,0,0,0,0,0,0,0,,0
엄지여왕,한,암,2015/03/08,5,국5,29,배휴준,서상주,와이와이와이,베터데이즈,25,1,1,11,0,1,58360000,28, 0
업라이트,한,수,2016/02/13,4,국3,28,최상식,변갑한,록하드텐,캐치업,16,4,1,9,2,0,157800000,59, 0
엉클벨,미,수,2017/04/12,3,외4,99,휴양마,오종택,CONSTITUTION,CHERRY SHERRY,4,0,0,4,0,0,0,36, 0
엉클오,미,수,2016/04/19,4,외3,14,이신영,오종택,제이피스거스토,GINABLU,5,2,0,5,2,0,100050000,6, 0
에모리삭스,미,암,2016/03/17,4,외3,99,휴양마,김창식,FLASHBACK,TRADITIONALIST,18,2,1,11,1,1,133350000,58, 0
에버더챔프,미,거,2016/04/08,4,외3,29,배휴준,권택종,JUMP START,KISS THE STARS,13,3,1,9,3,1,144000000,65, 0
에스삭스,미,암,2017/05/02,3,외4,31,강환민,김창식,KITTEN'S JOY,MART TRADE,3,0,0,3,0,0,3000000,36, 0
에이스댄싱,한,암,2017/03/11,3,국6,03,최영주,김순건,탐라에이스,댄싱라카,0,0,0,0,0,0,0,,0
에이스돈키,한,수,2016/03/13,4,국5,37,심승태,김순건,채플로열,댄싱라카,8,1,0,8,1,0,13680000,28, 0
에이스레전드,미,거,2017/04/03,3,외4,99,휴양마,김광두,TREASURE BEACH,LUCIA'S DREAM,1,0,0,1,0,0,0,38, 0
에이스샤인,한,거,2016/04/15,4,국5,30,토니,김광두,컬러즈플라잉,세미놀선샤인,11,0,2,8,0,2,17660000,28, 0
에이스솔롱고,한,암,2016/02/20,4,국3,30,토니,김광두,포리스트캠프,루나콜로니,12,3,3,7,1,2,150750000,55, 0
에이스스피닝,한(포),암,2013/05/10,7,국1,16,최봉주,우상우,ROCKPORT HARBOR,스피닝얀,15,8,3,1,0,0,414750000,99, 0
에이스윈,한,암,2017/03/22,3,국5,16,최봉주,우상우,온이글즈윙즈,대왕대비,8,1,2,8,1,2,39040000,34, 0
에이스찬,미,수,2017/02/21,3,외4,10,정호익,김광두,SHAKIN IT UP,RRFECT SONG,5,0,0,5,0,0,6000000,36, 0
에이스천하,한,암,2017/02/15,3,국6,10,정호익,김광두,페더럴리스트,공동천하,1,0,0,1,0,0,0,,0
에이스캔트,한(포),거,2015/03/25,5,국4,04,박윤규,김지훈,ASTROLOGY,캔데슨트,21,2,2,12,0,1,92200000,42, 0
에이스트리플,한,수,2016/05/13,4,국4,50,박재우,선용호,포리스트캠프,마이티마미,6,2,0,4,1,0,60600000,39, 0
에이스파워풀,미,거,2017/04/21,3,외4,54,박천서,윤훈현,MR SPEAKER,NOT LADY LIKE,1,0,0,1,0,0,0,38, 60000
에이스함성,한,수,2017/05/15,3,국6,42,이관호,황의영,디바인파크,러세미러,1,0,0,1,0,0,0,,0
에이원킹,한,수,2016/04/15,4,국6,23,유재길,임영수,엑스플로잇,레이디베렌스,8,0,0,8,0,0,5370000,,0
에이투제트,한,수,2017/03/17,3,국6,49,지용철,최성룡,피스룰즈,최초로,3,0,1,3,0,1,19600000,,0
에이피파텍,한,수,2017/05/11,3,국6,99,휴양마,카도노 시게오,사담파테크,빅파워,3,0,0,3,0,0,4700000,,0
에치드프라임,미,거,2017/01/25,3,외4,99,휴양마,김종진,에치드,PERFECT COLOURS,2,0,0,2,0,0,0,38, 0
에코골드,미,수,2015/02/20,5,외3,06,홍대유,최동근,SCIPION,FOURTH QUEST,22,1,1,10,1,0,92400000,51, 0
에코빅터,미,거,2017/04/22,3,외미,99,휴양마,이원태,GEMOLOGIST,GOLDEN VICTRESS,0,0,0,0,0,0,0,,0
에코빌,미,수,2017/03/31,3,외4,34,리카디,이원태,DAREDEVIL,SWEET DREAMY SYN,4,0,0,4,0,0,9000000,38, 0
에코퍼스트온,미,암,2016/02/01,4,외4,16,최봉주,박동준,FIRST SAMURAI,CUSTODY,10,0,1,10,0,1,10400000,37, 0
엑설런트하이,한,암,2017/04/27,3,국6,99,휴양마,류재욱,록하드텐,엑설런트캐슬,3,0,0,3,0,0,0,,0
엑스블레이드,한,거,2016/05/07,4,국5,01,박종곤,김형란,엑스플로잇,금수옥주,9,1,1,8,1,1,34800000,32, 0
엑시트포인트,미,수,2017/03/25,3,외4,99,휴양마,표종진,POINT OF ENTRY,BERN ME BEST,1,0,0,1,0,0,0,38,8000
엘란,한,거,2014/04/08,6,국3,99,휴양마,박기태,엑톤파크,센서리어스키스,28,4,2,9,2,0,159190000,51, 0
엘리트라인,미,수,2017/03/03,3,외4,13,이희영,태희종합건설,LINE OF DAVID,COUNTTHEBLESSINGS,1,0,0,1,0,0,0,38, 0
엘리트레오,호,거,2016/09/23,4,외4,13,이희영,태희종합건설,VERRAZANO,LEOPARD SKIN,5,0,0,5,0,0,0,35, 0
엘리트레이디,한,암,2017/03/08,3,국4,40,송문길,태희종합건설,사담파테크,동서대륙,6,3,1,6,3,1,99900000,47, 0
엘리트어게인,한,암,2017/04/22,3,국6,23,유재길,태희종합건설,어플리트어게인,포트레이,4,0,0,4,0,0,0,,0
엘리트퀸,한,암,2013/03/18,7,국4,15,박희철,노환영,천년대로,아침사랑,55,3,5,13,0,2,180150000,5, 0
엘초이스,한,암,2015/03/14,5,국4,31,강환민,이종욱,포리스트캠프,코인도르,10,1,2,5,0,2,62800000,39, 0
엠제이파워,미,거,2016/03/10,4,외1,52,김동균,박정재,CENTRAL BANKER,MAKING A POINT,13,5,2,9,4,1,308100000,95, 0
여걸비전,한,암,2016/03/31,4,국4,13,이희영,황봉기,메이세이오페라,인천의비전,11,2,1,5,0,0,72400000,37, 0
여울이,한,암,2015/02/27,5,국4,30,토니,허훈,마이너실렉트,러브리메모리즈,24,1,3,7,0,0,60600000,36, 0
역대최고,한,거,2016/05/17,4,국4,28,최상식,오상철,테스타마타,아티스트,12,2,0,9,1,0,58200000,36, 0
역전의우승,미,거,2014/05/31,6,외2,05,우창구,우만식,올드패션드,NEHALENNIA,23,2,2,8,0,0,176850000,67, 0
역전의킹,한,거,2017/03/25,3,국6,99,휴양마,김근영,온이글즈윙즈,역전의챔프,1,0,0,1,0,0,0,,0
연승가이,한,거,2016/05/02,4,국6,99,휴양마,권인택,연승대로,일롭위드미,2,0,0,2,0,0,0,,0
연승장관,한,거,2017/02/18,3,국6,99,휴양마,김근영,연승대로,펠로스글로리,3,0,0,3,0,0,0,,0
연희일출,한,암,2017/02/26,3,국4,48,김대근,최병권,티즈원더풀,빅타임,5,2,0,5,2,0,58800000,42, 0
열린문,한,수,2017/05/25,3,국5,99,휴양마,김재성a,애니기븐새터데이,히어스벨라,5,1,0,5,1,0,25870000,3, 0
영광의비트,한,거,2016/05/15,4,국5,25,전승규,변창덕,클리어어템프트,런포리틀비트,7,1,3,7,1,3,51680000,35, 0
영롱,한,수,2013/05/30,7,국1,99,휴양마,허훈,컬러즈플라잉,러브마이와일드캣,34,6,4,8,0,2,348550000,83, 0
영스톰,한,수,2014/04/02,6,국4,22,안병기,김종철,와이와이와이,레드영,34,3,1,11,1,1,122660000,40,1300
영주스톤,한,수,2017/04/25,3,국6,43,서정하,유영준,엑스플로잇,미스스트라빈스키,3,0,0,3,0,0,0,,0
영화즈플라잉,한,암,2016/05/13,4,국4,16,최봉주,김정철,컬러즈플라잉,영화처럼,3,2,1,3,2,1,58200000,43, 0
예상백승,한,암,2014/02/23,6,국2,45,김순근,이장한,엑스플로잇,예상백,34,3,7,8,0,2,267700000,66, 0
오더파지빌리티스,미,거,2015/03/21,5,외3,10,정호익,장재형,MISSION IMPAZIBLE,WHISPERED CALL,11,1,2,4,0,0,82200000,63, 0
