Date,Price,Open,High,Low,Change
"Jul 23, 2014",1379.09,1378.98,1380.16,1375.24,-0.04
"Jul 22, 2014",1379.67,1388.34,1389.44,1378.47,-0.67
"Jul 21, 2014",1388.93,1391.96,1393.07,1387.11,-0.25
"Jul 18, 2014",1392.35,1391.65,1399.34,1388.53,0.01
"Jul 17, 2014",1392.2,1395.54,1398.11,1387.19,-0.27
"Jul 16, 2014",1396.03,1392.99,1405.87,1392.79,0.16
"Jul 15, 2014",1393.85,1387.71,1400.92,1387.23,0.4
"Jul 14, 2014",1388.36,1385.26,1389.78,1383.94,0.11
"Jul 11, 2014",1386.82,1378.49,1388.7,1377.48,0.54
"Jul 10, 2014",1379.38,1380.54,1383.78,1376.24,-0.13
"Jul 09, 2014",1381.22,1376.48,1381.62,1376.18,0.27
"Jul 08, 2014",1377.5,1375.36,1378.28,1374.29,0.1
"Jul 07, 2014",1376.19,1371.46,1376.94,1369.43,0.28
"Jul 04, 2014",1372.39,1373.04,1374.89,1370.32,-0.09
"Jul 03, 2014",1373.69,1378.23,1380.32,1371.39,-0.4
"Jul 02, 2014",1379.16,1381.72,1383.48,1376.41,-0.27
"Jul 01, 2014",1382.83,1384.84,1387.05,1381.42,-0.2
"Jun 30, 2014",1385.63,1382.58,1386.38,1378.9,0.1
"Jun 27, 2014",1384.18,1383.08,1384.99,1378.9,0.02
"Jun 26, 2014",1383.88,1389.44,1390.44,1379.05,-0.45
"Jun 25, 2014",1390.19,1385.09,1392.44,1384.38,0.27
"Jun 24, 2014",1386.4,1384.79,1389.01,1382.72,0.01
"Jun 23, 2014",1386.3,1387.59,1389.71,1382.34,-0.18
"Jun 20, 2014",1388.8,1385.9,1391.37,1384.52,0.16
"Jun 19, 2014",1386.6,1389.75,1390.35,1381.76,-0.32
"Jun 18, 2014",1390.99,1384.06,1390.99,1383.45,0.48
"Jun 17, 2014",1384.4,1384.45,1388.62,1383.14,-0.06
"Jun 16, 2014",1385.28,1377.49,1385.89,1376.98,0.48
"Jun 13, 2014",1378.69,1378.95,1382.35,1375.96,-0.04
"Jun 12, 2014",1379.29,1374.21,1381.43,1373.9,0.34
"Jun 11, 2014",1374.68,1377.66,1378.03,1373.19,-0.25
"Jun 10, 2014",1378.15,1381.52,1383.75,1376.14,-0.29
"Jun 09, 2014",1382.17,1391.18,1392.44,1379.35,-0.67
"Jun 06, 2014",1391.47,1393.32,1395.14,1388.73,-0.18
"Jun 05, 2014",1394.01,1390.97,1395.88,1376.8,0.15
