Date,Price,Open,High,Low,Change
"Oct 15, 2012",1784.63,1784.91,1789.02,1778.85,-0.05
"Oct 12, 2012",1785.6,1785.01,1789.01,1778.78,-0.05
"Oct 11, 2012",1786.41,1782.0,1788.28,1781.11,0.18
"Oct 10, 2012",1783.18,1777.62,1786.88,1776.06,0.26
"Oct 09, 2012",1778.59,1780.26,1783.41,1774.95,-0.14
"Oct 08, 2012",1781.07,1790.92,1792.32,1780.03,-0.58
"Oct 05, 2012",1791.49,1800.1,1801.57,1787.83,-0.57
"Oct 04, 2012",1801.68,1789.15,1802.09,1788.81,0.66
"Oct 03, 2012",1789.83,1795.08,1797.54,1787.7,-0.37
"Oct 02, 2012",1796.43,1793.97,1802.26,1792.15,0.09
"Oct 01, 2012",1794.83,1797.05,1801.23,1792.15,-0.31
"Sep 28, 2012",1800.41,1811.99,1813.78,1793.19,-0.69
"Sep 27, 2012",1813.01,1808.78,1813.91,1804.57,0.22
"Sep 26, 2012",1808.97,1810.38,1816.18,1805.79,-0.1
"Sep 25, 2012",1810.84,1816.98,1821.18,1809.09,-0.39
"Sep 24, 2012",1817.95,1817.48,1821.12,1812.26,0.05
"Sep 21, 2012",1817.01,1812.6,1825.66,1812.38,0.16
"Sep 20, 2012",1814.02,1809.28,1820.78,1808.56,0.19
"Sep 19, 2012",1810.66,1816.57,1818.03,1804.74,-0.36
"Sep 18, 2012",1817.26,1813.17,1819.71,1811.94,0.16
"Sep 17, 2012",1814.32,1812.43,1817.11,1805.79,0.16
"Sep 14, 2012",1811.35,1821.85,1823.57,1806.46,-0.63
"Sep 13, 2012",1822.82,1814.74,1826.09,1813.1,0.41
"Sep 12, 2012",1815.42,1812.26,1818.04,1808.37,0.12
"Sep 11, 2012",1813.24,1804.33,1814.94,1803.54,0.45
"Sep 10, 2012",1805.15,1809.34,1810.39,1800.83,-0.22
"Sep 07, 2012",1809.21,1805.81,1812.38,1797.86,0.12
"Sep 06, 2012",1807.04,1806.18,1808.17,1799.92,-0.04
"Sep 05, 2012",1807.74,1798.55,1811.38,1796.51,0.46
"Sep 04, 2012",1799.53,1796.77,1803.61,1795.53,0.1
"Sep 03, 2012",1797.72,1799.17,1800.8,1792.29,-0.07
"Aug 31, 2012",1799.04,1789.96,1803.14,1788.02,0.42
"Aug 30, 2012",1791.47,1795.73,1801.28,1788.49,-0.31
"Aug 29, 2012",1797.08,1794.8,1800.34,1790.91,0.06
"Aug 28, 2012",1796.04,1791.53,1798.79,1789.23,0.19
"Aug 27, 2012",1792.7,1793.54,1797.97,1791.23,-0.07
"Aug 24, 2012",1793.87,1794.53,1801.14,1791.96,-0.09
"Aug 23, 2012",1795.48,1803.04,1805.02,1792.41,-0.46
"Aug 22, 2012",1803.74,1784.07,1804.41,1782.83,1.04
"Aug 21, 2012",1785.24,1782.97,1787.61,1777.19,0.05
"Aug 20, 2012",1784.26,1781.06,1785.53,1778.16,0.12
"Aug 17, 2012",1782.21,1782.85,1786.2,1777.99,-0.1
"Aug 16, 2012",1783.99,1772.17,1785.06,1771.38,0.6
"Aug 15, 2012",1773.34,1771.15,1775.5,1769.34,0.04
"Aug 14, 2012",1772.6,1769.85,1775.61,1767.54,0.1
