Date,Price,Open,High,Low,Change
"Jul 14, 2015",1143.21,1136.61,1145.05,1135.66,0.58
"Jul 13, 2015",1136.59,1131.84,1137.27,1128.25,0.48
"Jul 10, 2015",1131.2,1132.23,1134.1,1126.46,-0.09
"Jul 09, 2015",1132.22,1136.37,1140.8,1129.75,-0.29
"Jul 08, 2015",1135.53,1134.78,1140.0,1132.19,0.06
"Jul 07, 2015",1134.8,1126.43,1137.85,1125.79,0.77
"Jul 06, 2015",1126.09,1122.16,1129.5,1122.14,0.31
"Jul 03, 2015",1122.6,1123.5,1125.53,1117.55,-0.08
"Jul 02, 2015",1123.5,1125.19,1127.03,1119.08,-0.15
"Jul 01, 2015",1125.21,1119.41,1126.97,1115.77,0.46
"Jun 30, 2015",1120.03,1120.07,1121.8,1115.2,-0.01
"Jun 29, 2015",1120.16,1122.94,1128.6,1118.4,-0.25
"Jun 26, 2015",1122.95,1111.99,1126.47,1110.84,0.99
"Jun 25, 2015",1111.98,1109.56,1113.33,1108.12,0.16
"Jun 24, 2015",1110.18,1106.09,1112.63,1104.9,0.31
"Jun 23, 2015",1106.73,1101.46,1109.23,1100.67,0.49
"Jun 22, 2015",1101.38,1102.85,1104.8,1098.2,-0.16
"Jun 19, 2015",1103.2,1105.94,1108.8,1100.6,-0.22
"Jun 18, 2015",1105.58,1113.78,1114.9,1101.33,-0.86
"Jun 17, 2015",1115.15,1118.67,1124.69,1112.27,-0.32
"Jun 16, 2015",1118.74,1116.62,1120.74,1115.77,0.19
"Jun 15, 2015",1116.62,1112.35,1119.6,1111.89,0.4
"Jun 12, 2015",1112.17,1113.4,1118.32,1109.19,-0.11
"Jun 11, 2015",1113.44,1110.72,1116.19,1105.9,0.23
"Jun 10, 2015",1110.86,1121.45,1123.2,1108.0,-0.94
"Jun 09, 2015",1121.45,1118.87,1123.25,1117.75,0.23
"Jun 08, 2015",1118.87,1124.95,1126.95,1118.12,-0.5
"Jun 05, 2015",1124.54,1113.7,1124.8,1110.75,0.98
"Jun 04, 2015",1113.65,1107.43,1114.7,1106.82,0.55
"Jun 03, 2015",1107.51,1107.6,1110.8,1103.9,-0.01
"Jun 02, 2015",1107.58,1116.15,1117.8,1106.87,-0.77
"Jun 01, 2015",1116.2,1113.35,1117.31,1109.4,0.29
"May 29, 2015",1113.01,1108.68,1115.64,1106.89,0.39
"May 28, 2015",1108.68,1109.43,1111.62,1104.49,-0.07
"May 27, 2015",1109.43,1107.75,1112.21,1104.19,0.14
"May 26, 2015",1107.92,1097.02,1108.35,1096.69,1.0
"May 25, 2015",1096.96,1097.55,1098.31,1096.39,0.03
"May 22, 2015",1096.68,1093.32,1096.75,1088.9,0.31
"May 21, 2015",1093.32,1096.16,1097.92,1092.48,-0.27
"May 20, 2015",1096.28,1095.39,1099.15,1093.67,0.08
"May 19, 2015",1095.37,1090.45,1096.15,1088.15,0.45
"May 18, 2015",1090.45,1084.1,1091.35,1083.6,0.62
"May 15, 2015",1083.72,1089.16,1095.8,1083.46,-0.45
"May 14, 2015",1088.61,1092.97,1098.3,1088.4,-0.4
"May 13, 2015",1092.97,1093.22,1101.2,1089.88,-0.02
"May 12, 2015",1093.24,1097.14,1098.8,1092.22,-0.36
"May 11, 2015",1097.14,1088.4,1097.9,1084.8,0.84
"May 08, 2015",1087.99,1094.11,1095.0,1087.01,-0.55
"May 07, 2015",1094.01,1080.2,1097.2,1078.68,1.26
"May 06, 2015",1080.35,1081.4,1083.6,1077.8,-0.09
"May 05, 2015",1081.34,1081.67,1084.63,1080.57,-0.05
"May 04, 2015",1081.83,1081.25,1083.4,1079.19,0.04
"May 01, 2015",1081.35,1077.07,1083.03,1075.71,0.37
"Apr 30, 2015",1077.34,1069.94,1078.85,1067.8,0.66
"Apr 29, 2015",1070.32,1064.37,1073.57,1064.01,0.56
"Apr 28, 2015",1064.38,1069.01,1072.8,1063.7,-0.43
"Apr 27, 2015",1069.01,1077.6,1077.86,1068.36,-0.69
"Apr 24, 2015",1076.39,1080.97,1082.35,1075.1,-0.42
"Apr 23, 2015",1080.97,1084.0,1085.8,1079.62,-0.29
"Apr 22, 2015",1084.07,1083.33,1085.8,1076.0,0.1
"Apr 21, 2015",1083.02,1083.26,1086.5,1081.5,-0.02
"Apr 20, 2015",1083.25,1083.11,1085.4,1077.67,-0.05
"Apr 17, 2015",1083.79,1084.57,1087.7,1078.84,-0.06
"Apr 16, 2015",1084.45,1092.39,1096.28,1081.72,-0.72
"Apr 15, 2015",1092.34,1092.06,1099.5,1091.57,0.03
"Apr 14, 2015",1092.06,1101.61,1102.78,1091.14,-0.87
"Apr 13, 2015",1101.64,1094.26,1103.89,1092.9,0.7
"Apr 10, 2015",1093.96,1096.74,1098.0,1092.64,-0.25
"Apr 09, 2015",1096.74,1092.98,1097.15,1089.95,0.35
"Apr 08, 2015",1092.93,1095.57,1096.9,1089.18,-0.24
"Apr 07, 2015",1095.57,1085.82,1095.91,1085.6,0.87
"Apr 06, 2015",1086.13,1085.89,1089.9,1083.7,-0.03
"Apr 03, 2015",1086.48,1091.23,1097.8,1084.1,-0.44
"Apr 02, 2015",1091.29,1098.3,1101.6,1089.36,-0.64
"Apr 01, 2015",1098.3,1108.99,1109.5,1096.77,-0.96
"Mar 31, 2015",1108.99,1106.31,1113.4,1105.88,0.14
"Mar 30, 2015",1107.49,1104.25,1108.38,1103.05,0.34
"Mar 27, 2015",1103.73,1105.05,1107.55,1102.75,-0.12
"Mar 26, 2015",1105.07,1101.9,1109.2,1100.35,0.29
"Mar 25, 2015",1101.9,1103.69,1106.78,1099.35,-0.16
"Mar 24, 2015",1103.69,1106.62,1109.6,1100.73,-0.27
"Mar 23, 2015",1106.73,1113.5,1120.0,1105.46,-0.61
"Mar 20, 2015",1113.51,1122.07,1128.15,1111.61,-0.76
"Mar 19, 2015",1122.03,1111.83,1124.36,1110.59,0.93
"Mar 18, 2015",1111.66,1129.15,1130.95,1111.32,-1.56
"Mar 17, 2015",1129.3,1131.71,1133.5,1125.53,-0.23
"Mar 16, 2015",1131.91,1138.35,1139.11,1128.83,-0.55
"Mar 13, 2015",1138.12,1125.97,1139.01,1121.38,1.11
"Mar 12, 2015",1125.64,1132.08,1136.8,1119.25,-0.57
"Mar 11, 2015",1132.08,1127.5,1133.27,1123.9,0.41
"Mar 10, 2015",1127.41,1115.05,1127.41,1115.0,1.11
"Mar 09, 2015",1115.0,1111.41,1117.09,1108.4,0.38
"Mar 06, 2015",1110.81,1101.95,1112.84,1097.33,0.77
"Mar 05, 2015",1102.35,1101.52,1103.35,1099.63,0.08
"Mar 04, 2015",1101.52,1096.83,1102.6,1094.87,0.43
"Mar 03, 2015",1096.83,1103.05,1105.1,1095.35,-0.56
"Mar 02, 2015",1103.05,1102.05,1106.7,1100.1,0.16
"Feb 27, 2015",1101.28,1102.4,1102.86,1097.51,-0.12
"Feb 26, 2015",1102.65,1100.71,1103.19,1093.87,0.18
"Feb 25, 2015",1100.71,1105.83,1106.7,1097.49,-0.46
"Feb 24, 2015",1105.83,1108.4,1116.48,1105.37,-0.23
"Feb 23, 2015",1108.4,1108.95,1112.3,1107.65,-0.19
"Feb 20, 2015",1110.56,1111.75,1112.84,1109.7,-0.11
"Feb 19, 2015",1111.82,1108.62,1113.7,1108.27,0.29
"Feb 18, 2015",1108.62,1108.87,1114.97,1107.93,-0.02
"Feb 17, 2015",1108.87,1101.77,1109.2,1097.9,0.64
"Feb 16, 2015",1101.77,1097.67,1104.2,1094.06,0.35
"Feb 13, 2015",1097.88,1101.22,1102.21,1095.46,-0.33
"Feb 12, 2015",1101.56,1108.25,1112.32,1101.47,-0.6
"Feb 11, 2015",1108.25,1099.3,1110.15,1096.21,0.81
"Feb 10, 2015",1099.3,1095.23,1100.76,1088.54,0.37
"Feb 09, 2015",1095.23,1097.75,1100.4,1094.81,-0.25
"Feb 06, 2015",1098.01,1086.54,1098.64,1085.31,1.06
"Feb 05, 2015",1086.54,1088.09,1093.3,1085.65,-0.14
"Feb 04, 2015",1088.09,1093.04,1093.9,1084.11,-0.45
"Feb 03, 2015",1093.04,1099.45,1101.85,1091.96,-0.58
"Feb 02, 2015",1099.45,1101.9,1104.8,1097.61,-0.27
"Jan 30, 2015",1102.4,1099.96,1106.3,1092.67,0.22
"Jan 29, 2015",1099.96,1085.87,1100.77,1085.4,1.3
"Jan 28, 2015",1085.87,1078.01,1088.7,1077.6,0.73
"Jan 27, 2015",1078.01,1080.7,1085.3,1075.5,-0.25
"Jan 26, 2015",1080.7,1078.28,1084.08,1077.45,0.3
"Jan 23, 2015",1077.51,1085.24,1088.1,1076.08,-0.71
"Jan 22, 2015",1085.24,1082.3,1089.4,1081.91,0.27
"Jan 21, 2015",1082.3,1088.02,1092.1,1081.0,-0.53
"Jan 20, 2015",1088.02,1079.4,1089.81,1079.15,0.8
"Jan 19, 2015",1079.4,1079.3,1084.8,1076.84,0.03
"Jan 16, 2015",1079.07,1075.87,1081.6,1073.81,0.31
"Jan 15, 2015",1075.69,1082.85,1087.7,1074.38,-0.66
"Jan 14, 2015",1082.85,1078.78,1086.32,1076.76,0.38
"Jan 13, 2015",1078.78,1082.72,1086.6,1077.42,-0.36
"Jan 12, 2015",1082.72,1085.11,1088.1,1080.9,-0.29
"Jan 09, 2015",1085.82,1095.51,1097.1,1085.32,-0.88
"Jan 08, 2015",1095.51,1098.74,1102.0,1094.89,-0.29
"Jan 07, 2015",1098.74,1099.0,1103.95,1095.1,-0.02
"Jan 06, 2015",1099.0,1109.93,1110.2,1096.75,-0.98
"Jan 05, 2015",1109.93,1106.9,1112.6,1105.16,0.27
"Jan 02, 2015",1106.92,1092.73,1107.27,1092.03,1.32
"Jan 01, 2015",1092.45,1093.9,1094.28,1092.45,-0.13
"Dec 31, 2014",1093.9,1096.92,1096.96,1087.67,-0.28
"Dec 30, 2014",1096.92,1100.3,1101.11,1094.89,-0.31
"Dec 29, 2014",1100.3,1098.6,1100.88,1097.3,0.05
"Dec 26, 2014",1099.8,1101.75,1102.9,1097.9,-0.19
"Dec 25, 2014",1101.85,1104.35,1104.61,1101.61,-0.23
"Dec 24, 2014",1104.35,1106.57,1107.44,1101.53,-0.2
"Dec 23, 2014",1106.57,1100.12,1107.77,1097.46,0.59
"Dec 22, 2014",1100.12,1100.01,1100.9,1094.46,0.0
"Dec 19, 2014",1100.11,1099.74,1104.3,1097.26,0.03
"Dec 18, 2014",1099.74,1097.83,1106.6,1095.63,0.24
"Dec 17, 2014",1097.16,1081.01,1099.5,1080.91,1.49
"Dec 16, 2014",1081.01,1097.77,1099.8,1079.2,-1.53
"Dec 15, 2014",1097.77,1103.8,1106.4,1097.7,-0.6
"Dec 12, 2014",1104.35,1102.55,1107.0,1100.66,0.14
"Dec 11, 2014",1102.85,1101.62,1104.11,1096.3,0.11
"Dec 10, 2014",1101.62,1104.93,1109.4,1100.0,-0.3
"Dec 09, 2014",1104.93,1112.06,1115.7,1102.15,-0.64
"Dec 08, 2014",1112.06,1122.15,1122.5,1110.82,-0.85
"Dec 05, 2014",1121.6,1112.11,1122.11,1110.52,0.83
"Dec 04, 2014",1112.36,1116.08,1118.8,1110.94,-0.34
"Dec 03, 2014",1116.11,1115.32,1118.8,1111.2,0.07
"Dec 02, 2014",1115.32,1109.9,1116.48,1104.5,0.47
"Dec 01, 2014",1110.09,1113.02,1120.63,1106.04,-0.28
"Nov 28, 2014",1113.17,1100.09,1113.27,1099.68,1.17
"Nov 27, 2014",1100.32,1103.77,1104.6,1096.96,-0.31
"Nov 26, 2014",1103.74,1110.16,1110.6,1103.59,-0.58
"Nov 25, 2014",1110.22,1113.97,1117.1,1109.0,-0.34
"Nov 24, 2014",1114.02,1111.19,1118.15,1109.4,0.25
"Nov 21, 2014",1111.25,1111.73,1116.4,1107.0,-0.06
"Nov 20, 2014",1111.91,1113.8,1118.15,1110.4,-0.17
"Nov 19, 2014",1113.8,1100.7,1114.25,1099.62,1.18
"Nov 18, 2014",1100.85,1101.08,1102.5,1095.85,-0.01
"Nov 17, 2014",1100.93,1100.17,1104.87,1092.67,0.01
"Nov 14, 2014",1100.84,1096.32,1105.71,1095.93,0.38
"Nov 13, 2014",1096.68,1095.55,1100.3,1092.26,0.09
